name;WKT;Country
Chereshovska Reka;POINT(24.65 41.5);Bulgaria
Balaleya;POINT(25.4333 42.9833);Bulgaria
Gurnya;POINT(25.5 42.9667);Bulgaria
Ivan Dimov;POINT(25.5833 42.85);Bulgaria
Bogomil;POINT(26.0167 41.9833);Bulgaria
Belogradchik;POINT(22.6833 43.6167);Bulgaria
Sapareva Banya;POINT(23.2667 42.2833);Bulgaria
Sopot, Bulgaria;POINT(24.75 42.65);Bulgaria
Дунавци;POINT(22.8167 43.9167);Bulgaria
Монтана;POINT(23.2333 43.4167);Bulgaria
Червен бряг;POINT(24.0831 43.2794);Bulgaria
Dolni Dragoycha;POINT(25.4833 42.9167);Bulgaria
Приморско;POINT(27.7667 42.2667);Bulgaria
Klisura;POINT(24.45 42.7);Bulgaria
Mirolyubovo;POINT(27.3667 42.65);Bulgaria
Veliki Preslav;POINT(26.8167 43.1667);Bulgaria
Susam (village);POINT(25.35 41.9667);Bulgaria
Kozlets;POINT(25.4667 41.8333);Bulgaria
Raynovo;POINT(25.75 42.0167);Bulgaria
Kamenna reka;POINT(26.2833 42.1667);Bulgaria
Zlatopole, Haskovo Province;POINT(25.7167 42.05);Bulgaria
Borislavtsi;POINT(25.9333 41.6667);Bulgaria
Balabanchevo;POINT(26.7833 42.7833);Bulgaria
Yovkovo;POINT(28.1333 43.7667);Bulgaria
Panchevo, Bulgaria;POINT(25.4167 41.65);Bulgaria
Kiten;POINT(27.7833 42.2333);Bulgaria
Sozopol;POINT(27.7 42.4167);Bulgaria
Sugarevo;POINT(23.4333 41.5667);Bulgaria
Stara Kresna;POINT(23.1833 41.8);Bulgaria
Vetrushka;POINT(25.8667 41.45);Bulgaria
Malko Popovo;POINT(25.9 41.6);Bulgaria
Pashkul;POINT(25.9 41.5167);Bulgaria
Raykova mogila;POINT(26.3 41.8167);Bulgaria
Dragantsi;POINT(26.9833 42.5667);Bulgaria
Genya;POINT(25.5167 42.9833);Bulgaria
Аксаково;POINT(27.8167 43.25);Bulgaria
Preobrazhentsi;POINT(27.3333 42.7833);Bulgaria
Gramada;POINT(22.6667 43.8333);Bulgaria
Poduyane;POINT(23.3667 42.7);Bulgaria
Sungurlare;POINT(26.7833 42.7667);Bulgaria
Stozher;POINT(27.8167 43.45);Bulgaria
Искър;POINT(24.2667 43.45);Bulgaria
Язовир Огоста;POINT(23.1822 43.3753);Bulgaria
Debelets;POINT(25.6208 43.0436);Bulgaria
Surnets;POINT(27.4833 43.7333);Bulgaria
Vizitsa;POINT(27.6 42.1333);Bulgaria
Vetovo;POINT(26.2667 43.7);Bulgaria
Koprinka Dam;POINT(25.3167 42.6);Bulgaria
Geshanovo;POINT(27.5333 43.6667);Bulgaria
Draka, Bulgaria;POINT(27.0167 42.3667);Bulgaria
Chernomorets;POINT(27.65 42.45);Bulgaria
Golemi Bulgareni;POINT(25.5167 42.9333);Bulgaria
Krushevets;POINT(27.4833 42.2833);Bulgaria
Vichovo;POINT(28.3167 43.7333);Bulgaria
Gramatikovo;POINT(27.65 42.0667);Bulgaria
Yakovo;POINT(23.1333 41.5167);Bulgaria
Правец;POINT(23.5833 42.8833);Bulgaria
Raklinovo;POINT(27.05 42.7667);Bulgaria
Rezovo;POINT(28.0167 41.9833);Bulgaria
Tsarevo;POINT(27.8513 42.1709);Bulgaria
Bansko;POINT(23.5 41.8333);Bulgaria
Видин;POINT(22.8667 43.9833);Bulgaria
Ognen;POINT(26.8167 42.7);Bulgaria
Лясковец;POINT(25.7167 43.1);Bulgaria
Kavarna;POINT(28.3333 43.4333);Bulgaria
Bozhurishte;POINT(23.1997 42.75);Bulgaria
Vaklino;POINT(28.5 43.65);Bulgaria
Gorno Pole;POINT(25.85 41.6667);Bulgaria
Maslinovo;POINT(25.5333 41.7667);Bulgaria
Pashovo;POINT(26.3833 41.8333);Bulgaria
Branitsa;POINT(26.0833 42.0);Bulgaria
Zimovina;POINT(25.6667 41.7);Bulgaria
Sborino;POINT(25.9167 41.5167);Bulgaria
Yavor (village);POINT(25.5167 42.85);Bulgaria
Stoykovo;POINT(25.7167 41.9167);Bulgaria
Шивачево;POINT(26.0333 42.6833);Bulgaria
Tranak;POINT(27.2167 42.95);Bulgaria
Pordim;POINT(24.85 43.3833);Bulgaria
Efrem;POINT(25.9167 41.7167);Bulgaria
Novo Konomladi;POINT(23.3333 41.45);Bulgaria
Bostina;POINT(24.7667 41.6167);Bulgaria
Velislav;POINT(26.7667 42.8667);Bulgaria
Strazhitsa;POINT(25.9667 43.2333);Bulgaria
Lom;POINT(23.2375 43.8256);Bulgaria
Ognyanovo, Blagoevgrad Province;POINT(23.8 41.6167);Bulgaria
Трън;POINT(22.65 42.8333);Bulgaria
Килифарево;POINT(25.6333 42.9833);Bulgaria
Ploski;POINT(23.2667 41.65);Bulgaria
Gradini;POINT(27.9 43.7667);Bulgaria
Damyanitsa;POINT(23.2667 41.5167);Bulgaria
Dlugnya;POINT(25.4833 43.0167);Bulgaria
Klepalo (village);POINT(22.9833 41.6167);Bulgaria
Kameno;POINT(27.3 42.5667);Bulgaria
Cherven Bryag;POINT(24.0831 43.2794);Bulgaria
Ветрен;POINT(24.05 42.2667);Bulgaria
Karaivantsa;POINT(25.4 42.9833);Bulgaria
Dropla, Burgas Province;POINT(27.2 42.9167);Bulgaria
Turkincha;POINT(25.4833 43.0167);Bulgaria
Gaytaninovo;POINT(23.7167 41.45);Bulgaria
Silistra;POINT(27.2667 44.1167);Bulgaria
Radoynovo;POINT(26.9833 42.3833);Bulgaria
Varovnik;POINT(27.2333 42.2167);Bulgaria
Zementsi;POINT(27.7833 43.8);Bulgaria
Glodzhevo;POINT(26.3903 43.7356);Bulgaria
Malki Bulgareni;POINT(25.5 42.95);Bulgaria
Русе;POINT(25.95 43.8167);Bulgaria
Glumovo;POINT(25.9 41.5333);Bulgaria
Orlov dol;POINT(26.1833 42.1167);Bulgaria
Golyama Dolina;POINT(25.8667 41.7);Bulgaria
Varna;POINT(27.9167 43.2167);Bulgaria
Завојско језеро;POINT(22.6333 43.2667);Bulgaria
Pirin (village);POINT(23.5667 41.55);Bulgaria
Dripchevo;POINT(26.2167 41.9833);Bulgaria
Lyaskovets;POINT(25.7167 43.1);Bulgaria
Shivarovo;POINT(27.1667 42.8333);Bulgaria
Балчик;POINT(28.1667 43.4167);Bulgaria
Dospat;POINT(24.1667 41.65);Bulgaria
Плевен;POINT(24.6167 43.4167);Bulgaria
Yanovo;POINT(23.4833 41.4333);Bulgaria
Trakiytsi;POINT(27.25 42.1667);Bulgaria
Troskovo;POINT(23.0667 41.85);Bulgaria
Zlatitsa;POINT(24.1333 42.7167);Bulgaria
Loznitsa;POINT(26.6 43.3667);Bulgaria
Кузьово;POINT(23.6464 41.9);Bulgaria
Велики Преслав;POINT(26.8167 43.1667);Bulgaria
Zidarovo;POINT(27.4 42.3333);Bulgaria
Musomishta;POINT(23.75 41.55);Bulgaria
Bolata cove;POINT(28.4708 43.3819);Bulgaria
Angelov (village);POINT(25.3667 42.9167);Bulgaria
Kumanite;POINT(25.45 42.9);Bulgaria
Rudozem;POINT(24.85 41.4833);Bulgaria
Plachkovtsi;POINT(25.4667 0.816667);Bulgaria
Cherna Mesta (village);POINT(23.7333 42.0333);Bulgaria
Gorno Draglishte;POINT(23.5167 41.95);Bulgaria
Ganchovets;POINT(25.5167 42.9833);Bulgaria
Chereshnitsa;POINT(23.4667 41.5);Bulgaria
Belasica;POINT(22.95 41.3333);Bulgaria
Брегово;POINT(22.65 44.15);Bulgaria
Gorni Vurpishta;POINT(25.4333 42.9333);Bulgaria
Gabrovo;POINT(25.3333 42.8667);Bulgaria
Churilovo;POINT(23.0 41.4667);Bulgaria
Plachka;POINT(25.4333 43.0167);Bulgaria
Bilkini;POINT(25.55 42.9333);Bulgaria
Zlatograd;POINT(25.1 41.3833);Bulgaria
Dolna Gradeshnitsa;POINT(23.1833 41.6833);Bulgaria
Buchukovtsi;POINT(25.45 42.9167);Bulgaria
Byala Cherkva;POINT(25.3 43.2);Bulgaria
Karamantsi;POINT(25.3333 41.8333);Bulgaria
Dolnoseltsi;POINT(26.0 41.6);Bulgaria
Noseite;POINT(25.4667 42.8167);Bulgaria
Dinevo;POINT(25.7 41.8833);Bulgaria
Gorno Voyvodino;POINT(25.55 41.7667);Bulgaria
Cherni Rid;POINT(25.9833 41.5167);Bulgaria
Krum, Haskovo Province;POINT(25.5 42.05);Bulgaria
Ruevtsi;POINT(25.5333 42.8);Bulgaria
Neychovtsi;POINT(25.45 42.95);Bulgaria
Свищов;POINT(25.35 43.6167);Bulgaria
Marikostinovo;POINT(23.35 41.4333);Bulgaria
Dolno Osenovo;POINT(23.25 41.95);Bulgaria
Peshtera;POINT(24.3 42.0333);Bulgaria
Ustrem;POINT(26.4667 42.0167);Bulgaria
Kavrakirovo;POINT(23.1667 41.4333);Bulgaria
Slivarovo;POINT(27.6667 41.9667);Bulgaria
Chirpan;POINT(25.3244 42.1998);Bulgaria
Batak, Bulgaria;POINT(24.2167 41.95);Bulgaria
Благоевград;POINT(23.1 42.0167);Bulgaria
Банско;POINT(23.5 41.8333);Bulgaria
Ribnovo;POINT(23.7667 41.7167);Bulgaria
Болярино;POINT(25.0833 42.3833);Bulgaria
Bozhan (village);POINT(27.5333 43.7167);Bulgaria
Karageorgievo;POINT(27.1833 42.7333);Bulgaria
Gorna Sushitsa;POINT(23.3833 41.55);Bulgaria
Банкя;POINT(23.1333 42.7);Bulgaria
Pchelarovo, Dobrich Province;POINT(27.9167 43.7167);Bulgaria
Троян;POINT(24.7167 42.883);Bulgaria
Дрипчево;POINT(26.2167 41.9833);Bulgaria
Zheglartsi;POINT(27.4 43.6667);Bulgaria
Bozhanovo;POINT(28.4833 43.6167);Bulgaria
Lensko;POINT(25.9667 41.45);Bulgaria
Sokolentsi;POINT(25.9167 41.4833);Bulgaria
Chereshovo;POINT(23.7083 41.5167);Bulgaria
Sklave;POINT(23.3167 41.5167);Bulgaria
Gozdeyka;POINT(25.5 43.0167);Bulgaria
Novo Leski;POINT(23.75 41.5333);Bulgaria
Златица;POINT(24.1333 42.7167);Bulgaria
Senovo, Bulgaria;POINT(26.3628 43.6661);Bulgaria
Суворово;POINT(27.6 43.3333);Bulgaria
Momchilgrad;POINT(25.4167 41.5333);Bulgaria
Shumen;POINT(26.9333 43.2833);Bulgaria
Raevtsi;POINT(25.5833 42.85);Bulgaria
Kasnakovo;POINT(25.5 42.0167);Bulgaria
Razhdak;POINT(23.25 41.4);Bulgaria
Mladezhko;POINT(27.3667 42.15);Bulgaria
Samuilova Krepost;POINT(23.0 41.3667);Bulgaria
Септември;POINT(24.1 42.2167);Bulgaria
Srem;POINT(26.4833 42.05);Bulgaria
Gorichane;POINT(28.45 43.5333);Bulgaria
Rakovski;POINT(24.9667 42.3);Bulgaria
Mutsya;POINT(25.5 42.95);Bulgaria
Катунец;POINT(24.5 43.2);Bulgaria
Byala Slatina;POINT(23.9333 43.4667);Bulgaria
Topola, Dobrich Province;POINT(28.2667 43.4167);Bulgaria
Gorna Ribnitsa;POINT(23.0333 41.65);Bulgaria
Lukovit;POINT(24.1667 43.2);Bulgaria
Bilka, Bulgaria;POINT(27.233 42.933);Bulgaria
Dobrenite;POINT(25.4667 42.95);Bulgaria
Dobra Polyana;POINT(27.3167 42.85);Bulgaria
Gorno Kraishte;POINT(23.5922 41.8994);Bulgaria
Balik;POINT(27.5833 43.8);Bulgaria
Apriltsi;POINT(24.9167 42.8333);Bulgaria
Podkrepa (village);POINT(25.6833 41.9167);Bulgaria
Rachevtsi;POINT(25.2833 42.8833);Bulgaria
Nadezhden;POINT(25.9333 41.8833);Bulgaria
Malko Tarnovo;POINT(27.5333 41.9833);Bulgaria
Mihalich, Haskovo Province;POINT(26.4167 41.85);Bulgaria
Dragostin;POINT(23.7 41.5667);Bulgaria
Brod, Haskovo Province;POINT(25.6833 42.0333);Bulgaria
Котел;POINT(26.45 42.8833);Bulgaria
Dolno Belevo;POINT(25.7167 42.0667);Bulgaria
Pirin Mountains;POINT(23.425 41.7639);Bulgaria
Oshanite;POINT(25.5333 42.8667);Bulgaria
Kolyu Ganev;POINT(25.4667 42.8167);Bulgaria
Belopoltsi;POINT(25.8167 41.5167);Bulgaria
Dolni Radkovtsi;POINT(25.35 42.8167);Bulgaria
Zavet;POINT(25.6667 43.7667);Bulgaria
Mechkovitsa;POINT(25.25 42.85);Bulgaria
Churicheni;POINT(23.1333 41.45);Bulgaria
Brezovo;POINT(25.0833 42.35);Bulgaria
Sofia;POINT(23.3333 42.7);Bulgaria
Shopite;POINT(24.9833 42.85);Bulgaria
Shabla;POINT(28.5333 43.5333);Bulgaria
Katunets;POINT(24.5 43.2);Bulgaria
Tyulenovo;POINT(28.5333 43.4833);Bulgaria
Тетевен;POINT(24.2639 42.9167);Bulgaria
Lyubovka;POINT(23.3667 41.5833);Bulgaria
Kolishovtsi;POINT(25.4 42.95);Bulgaria
Smolnik, Bulgaria;POINT(26.9333 42.5333);Bulgaria
Мездра;POINT(23.7 43.15);Bulgaria
Vinogradi;POINT(23.3833 41.5);Bulgaria
Chepelare;POINT(24.6844 41.7258);Bulgaria
Rozhen, Bulgaria;POINT(23.4333 41.5333);Bulgaria
Bogdanchovtsi;POINT(25.3167 42.8667);Bulgaria
Biser;POINT(25.9833 41.8667);Bulgaria
Peyovtsi;POINT(25.2667 42.9167);Bulgaria
Staevtsi;POINT(28.4833 43.6833);Bulgaria
Rachovtsi;POINT(25.5 42.8667);Bulgaria
Pravets;POINT(23.5833 42.8833);Bulgaria
Kameshtitsa;POINT(25.1333 42.9);Bulgaria
Язовир Тополница;POINT(24.0 42.4167);Bulgaria
Горна Оряховица;POINT(25.7 43.1333);Bulgaria
Beronovo;POINT(26.7 42.8333);Bulgaria
Draganchetata;POINT(25.3167 42.8667);Bulgaria
Devnya;POINT(27.5667 43.2167);Bulgaria
Велико Търново;POINT(25.65 43.0833);Bulgaria
Dolni Chiflik;POINT(27.7167 42.9833);Bulgaria
Zdravkovets;POINT(25.2333 42.95);Bulgaria
Marten, Bulgaria;POINT(26.0833 43.9167);Bulgaria
Staynovtsi;POINT(25.5 42.8667);Bulgaria
Kolarovo, Blagoevgrad Province;POINT(23.1 41.3667);Bulgaria
Charkovo;POINT(25.3667 42.7833);Bulgaria
Godech;POINT(23.05 43.0);Bulgaria
Momin Prohod;POINT(23.8667 42.3333);Bulgaria
Chuchur;POINT(24.8167 41.5333);Bulgaria
Yabulkovtsi;POINT(25.5 42.8667);Bulgaria
Gospodintsi;POINT(23.7333 41.65);Bulgaria
Obzor;POINT(27.8833 42.8167);Bulgaria
Belevren;POINT(27.1833 42.1);Bulgaria
Ivankovtsi;POINT(25.3667 42.9);Bulgaria
Dolni Dabnik;POINT(24.4333 43.4);Bulgaria
Seykovtsi;POINT(25.2667 42.95);Bulgaria
езеро Ариана;POINT(23.3366 42.6893);Bulgaria
Mateshovtsi;POINT(25.5 42.8667);Bulgaria
Gornova mogila;POINT(25.2667 42.85);Bulgaria
Iskar;POINT(24.2667 43.45);Bulgaria
Enchovtsi;POINT(25.4333 42.8167);Bulgaria
Parvomay, Blagoevgrad Province;POINT(23.1333 41.4167);Bulgaria
Popovo, Bulgaria;POINT(26.2333 43.35);Bulgaria
Velentsi;POINT(25.4667 42.8833);Bulgaria
Асеновград;POINT(24.8667 42.0167);Bulgaria
Chukilite;POINT(25.2833 42.85);Bulgaria
Kmetcheta;POINT(25.4 42.9333);Bulgaria
Sedyankovtsi;POINT(25.3167 42.9167);Bulgaria
Lesicharka;POINT(25.3833 42.9333);Bulgaria
Kolets;POINT(25.3333 41.85);Bulgaria
Rusinovtsi;POINT(25.5167 42.9167);Bulgaria
Rakitovo;POINT(24.0833 41.9833);Bulgaria
Шипка;POINT(25.3833 42.7);Bulgaria
Велинград;POINT(24.0 42.0167);Bulgaria
Prestoy;POINT(25.5167 42.85);Bulgaria
Peyna;POINT(25.4333 43.0);Bulgaria
Kravenik;POINT(25.0167 42.85);Bulgaria
Borskoto;POINT(25.1667 42.9);Bulgaria
Bankovtsi;POINT(25.3167 42.9333);Bulgaria
Siva reka;POINT(26.0667 41.7833);Bulgaria
Yasenite;POINT(25.3167 42.8667);Bulgaria
Baeva livada;POINT(24.9333 42.9);Bulgaria
Tsvyatkovtsi;POINT(25.4167 42.9);Bulgaria
Pastrook;POINT(25.95 41.4667);Bulgaria
Ardino;POINT(25.1333 41.5833);Bulgaria
Mustrak;POINT(26.3167 41.8667);Bulgaria
Aksakovo;POINT(27.8167 43.25);Bulgaria
Dismanitsa;POINT(24.9333 42.9);Bulgaria
Divetsi;POINT(25.2667 42.9);Bulgaria
Batanovtsi;POINT(22.95 42.6);Bulgaria
Kardzhali;POINT(25.3667 41.65);Bulgaria
Burgas;POINT(27.4667 42.5);Bulgaria
Pokrovan;POINT(26.05 41.55);Bulgaria
Elin Pelin (town);POINT(23.6 42.6667);Bulgaria
Michkovtsi;POINT(25.35 42.9333);Bulgaria
Koriyata;POINT(25.0333 42.9667);Bulgaria
Tabashka;POINT(25.0167 42.8333);Bulgaria
Kostadinite;POINT(25.3167 42.8667);Bulgaria
Kocherinovo;POINT(23.0667 42.0833);Bulgaria
Furgovtsi;POINT(25.3167 42.8667);Bulgaria
Stara Zagora;POINT(25.65 42.4333);Bulgaria
Krustenyatsite;POINT(25.5 42.8333);Bulgaria
Byalkovo;POINT(25.2667 42.95);Bulgaria
Voynishka;POINT(25.0167 42.85);Bulgaria
Vaglarovo;POINT(25.45 41.9);Bulgaria
Idilevo;POINT(25.25 43.0333);Bulgaria
Donkino;POINT(25.4833 42.8333);Bulgaria
Vetrovo;POINT(25.3167 42.9333);Bulgaria
Denchevtsi;POINT(25.4333 43.0);Bulgaria
Нова Загора;POINT(26.0144 42.4911);Bulgaria
Vulkov dol;POINT(25.3833 42.9);Bulgaria
Rodopi (village);POINT(25.7667 41.9167);Bulgaria
Glavinitsa;POINT(26.8333 43.9167);Bulgaria
Stamboliyski;POINT(24.5333 42.1333);Bulgaria
Nova Livada;POINT(25.9333 41.5);Bulgaria
Вълчедръм;POINT(23.45 43.7);Bulgaria
Stokite;POINT(25.0667 42.8667);Bulgaria
Ahtopol;POINT(27.95 42.1);Bulgaria
Dolno Dryanovo;POINT(23.9 41.5833);Bulgaria
Momkovo;POINT(26.15 41.85);Bulgaria
Gotse Delchev (town);POINT(23.7333 41.5667);Bulgaria
Gorno Dryanovo;POINT(23.8333 41.65);Bulgaria
Kosarka;POINT(25.55 43.0167);Bulgaria
Todoretsite;POINT(25.4833 42.9);Bulgaria
Lisiya;POINT(22.9667 42.0333);Bulgaria
Nenovtsi;POINT(25.5333 42.8333);Bulgaria
Solari (village);POINT(25.3167 42.9333);Bulgaria
Yablanitsa;POINT(24.1167 43.0333);Bulgaria
Leshko;POINT(22.9667 41.9333);Bulgaria
Orlovtsi;POINT(25.3833 42.9);Bulgaria
Debren;POINT(23.85 41.6);Bulgaria
Sakartsi;POINT(26.3 42.0833);Bulgaria
Konarskoto;POINT(25.5667 42.8167);Bulgaria
Kopcheliite;POINT(25.3667 42.9);Bulgaria
Tervel;POINT(27.4 43.75);Bulgaria
Средец;POINT(27.2 42.35);Bulgaria
Petsovtsi;POINT(25.2667 42.9167);Bulgaria
Тюленово;POINT(28.5333 43.4833);Bulgaria
Мелник;POINT(23.4 41.5167);Bulgaria
Moshtanets;POINT(23.0667 41.9667);Bulgaria
Tumbalovo;POINT(25.1 42.8667);Bulgaria
Белово;POINT(24.0 42.2167);Bulgaria
Brezhnitsite;POINT(25.5167 42.8);Bulgaria
Valevtsi;POINT(25.1 42.8333);Bulgaria
Oreshe;POINT(23.8833 41.6167);Bulgaria
Siv Kladenets;POINT(26.1667 41.4167);Bulgaria
Kornitsa;POINT(23.6833 41.65);Bulgaria
Agatovo;POINT(25.0 43.1333);Bulgaria
Generalovo;POINT(26.2833 41.7167);Bulgaria
Chamla;POINT(24.45 41.6167);Bulgaria
Летница;POINT(25.0667 42.4333);Bulgaria
Камено;POINT(27.3 42.5667);Bulgaria
Skortsite;POINT(25.5 42.8667);Bulgaria
Kostilkovo;POINT(26.05 41.4167);Bulgaria
Gledatsi;POINT(25.2667 42.9167);Bulgaria
Chavei;POINT(25.2333 42.9);Bulgaria
Криводол;POINT(23.4833 43.3667);Bulgaria
Stalevo;POINT(25.4 42.0667);Bulgaria
Marchevo;POINT(23.8 41.6);Bulgaria
Krivodol;POINT(23.4833 43.3667);Bulgaria
Sennik;POINT(25.05 42.9833);Bulgaria
Резово;POINT(28.0167 41.9833);Bulgaria
Boynovtsi;POINT(25.2167 42.85);Bulgaria
Nikachkovtsi;POINT(25.5 42.8667);Bulgaria
Dositeevo;POINT(26.0167 41.9167);Bulgaria
Bangeytsi;POINT(25.45 42.85);Bulgaria
Malusha;POINT(25.3 42.8167);Bulgaria
Обзор;POINT(27.8833 42.8167);Bulgaria
Velikan;POINT(25.4667 42.1);Bulgaria
Zaya;POINT(25.5167 43.0);Bulgaria
Ахтопол;POINT(27.95 42.1);Bulgaria
Banichan;POINT(23.7333 41.6167);Bulgaria
Bolyarski izvor;POINT(25.8167 41.8);Bulgaria
Trapeskovtsi;POINT(25.4167 42.8833);Bulgaria
Kresna;POINT(23.15 41.7333);Bulgaria
Radievo;POINT(25.6167 42.0833);Bulgaria
Черешово;POINT(23.7083 41.9489);Bulgaria
Dolni Tomchevtsi;POINT(25.5 42.9);Bulgaria
Troyan;POINT(24.7167 42.883);Bulgaria
Yabalkovo;POINT(25.45 42.0667);Bulgaria
Kamena, Blagoevgrad Province;POINT(23.0667 41.3667);Bulgaria
Mladinovo;POINT(26.2333 41.9333);Bulgaria
Glutnitsite;POINT(25.5833 42.85);Bulgaria
Malini, Bulgaria;POINT(25.3667 42.8833);Bulgaria
Melnik;POINT(23.4 41.5167);Bulgaria
Камен Бряг;POINT(28.5506 43.455);Bulgaria
Долна баня;POINT(23.7667 42.2833);Bulgaria
Kievtsi;POINT(25.2833 42.9);Bulgaria
Черноморец;POINT(27.65 42.45);Bulgaria
Boycheta;POINT(25.3333 42.8);Bulgaria
Genovtsi, Gabrovo Province;POINT(25.4 42.7833);Bulgaria
Chervena lokva;POINT(25.3333 42.8);Bulgaria
Popari;POINT(25.3333 42.9167);Bulgaria
Dragievtsi;POINT(25.1833 42.9333);Bulgaria
Yakoruda;POINT(23.6833 42.0167);Bulgaria
Arda;POINT(24.6333 41.4667);Bulgaria
Vacha Dam Reservoir;POINT(24.4383 41.9319);Bulgaria
Iztochnik;POINT(25.3833 42.8667);Bulgaria
Beli Dol;POINT(25.95 41.4167);Bulgaria
Malko Asenovo;POINT(25.6833 42.1);Bulgaria
Chereshkite;POINT(24.5833 41.5);Bulgaria
Veliko Tarnovo;POINT(25.65 43.0833);Bulgaria
Абланица;POINT(23.9347 41.5378);Bulgaria
Golyamo Asenovo;POINT(25.6833 42.1);Bulgaria
Strelcha;POINT(24.3167 42.5);Bulgaria
Trunito;POINT(25.2167 42.8667);Bulgaria
Brusino;POINT(25.9333 41.5167);Bulgaria
Selska Polyana;POINT(25.8333 41.7167);Bulgaria
Asenovgrad;POINT(24.8667 42.0167);Bulgaria
Ralevtsi;POINT(25.5667 42.8333);Bulgaria
Lake Durankulak;POINT(28.547 43.672);Bulgaria
Rashovite;POINT(25.5 42.8667);Bulgaria
Irinetsi;POINT(25.5667 42.8167);Bulgaria
Brunetsite;POINT(25.3833 42.9);Bulgaria
Chepleten;POINT(24.75 41.4667);Bulgaria
Palitsi Reservoir;POINT(26.0192 42.9225);Bulgaria
Donino;POINT(25.3667 42.9167);Bulgaria
Kmetovtsi;POINT(25.3833 42.9);Bulgaria
Burya (village);POINT(25.3167 43.0333);Bulgaria
Breznik;POINT(22.8833 42.7333);Bulgaria
Karnalovo;POINT(23.2167 41.4667);Bulgaria
Пазарджик;POINT(24.3333 42.2);Bulgaria
Docha;POINT(25.45 42.95);Bulgaria
Ковачевица;POINT(23.8333 41.6833);Bulgaria
Debel dyal;POINT(25.1833 42.8667);Bulgaria
Kranevo;POINT(28.05 43.3333);Bulgaria
Dimovo;POINT(22.7333 41.5333);Bulgaria
Раданчето;POINT(25.5 42.9333);Bulgaria
Redeshkovtsi;POINT(25.3833 42.9);Bulgaria
Razgrad;POINT(26.5167 43.5333);Bulgaria
Vulkovtsi;POINT(25.3833 42.9);Bulgaria
Gubene;POINT(25.1667 42.9);Bulgaria
Radnevo;POINT(25.9333 42.3);Bulgaria
Kostenkovtsi;POINT(25.4 42.95);Bulgaria
Madzhari;POINT(25.7167 41.6667);Bulgaria
Topolnitsa, Blagoevgrad Province;POINT(23.3167 41.4);Bulgaria
Subotkovtsi;POINT(25.4167 42.9);Bulgaria
Muzga;POINT(25.15 42.9);Bulgaria
Todorcheta;POINT(25.4 42.9167);Bulgaria
Рила;POINT(23.1333 42.1333);Bulgaria
Balgarin;POINT(25.95 41.95);Bulgaria
Blagoevgrad;POINT(23.1 42.0167);Bulgaria
Bekriite;POINT(25.3167 42.9333);Bulgaria
Dushevski kolibi;POINT(25.0 42.9);Bulgaria
Ново Кономлади;POINT(23.3333 41.45);Bulgaria
Cherepovo;POINT(26.1333 42.0167);Bulgaria
Tsareva Polyana;POINT(25.6 41.7833);Bulgaria
Долни Дъбник;POINT(24.4333 43.4);Bulgaria
Debeltsovo;POINT(25.1 43.1);Bulgaria
Rogozinovo;POINT(25.9667 41.9167);Bulgaria
Vranilovtsi;POINT(25.2167 42.9167);Bulgaria
Bukata;POINT(24.4833 41.5);Bulgaria
Dragomani;POINT(25.4 42.9333);Bulgaria
Якоруда;POINT(23.6833 42.0167);Bulgaria
Chitakovtsi;POINT(25.3 42.9333);Bulgaria
Berkovitsa;POINT(23.1167 43.2333);Bulgaria
Kalchovtsi;POINT(25.3833 42.9);Bulgaria
Prisadets;POINT(26.5333 41.9);Bulgaria
Smirnentsi;POINT(25.8833 41.8167);Bulgaria
Dolna Krushitsa;POINT(22.9833 41.4167);Bulgaria
Salasuka;POINT(25.5333 43.0);Bulgaria
Gornoseltsi;POINT(25.9833 41.5833);Bulgaria
Кнежа;POINT(24.0833 43.5);Bulgaria
Karali;POINT(27.9167 43.8333);Bulgaria
Shtit;POINT(26.3667 41.8167);Bulgaria
Полски Тръмбеш;POINT(25.65 43.3833);Bulgaria
Pazardzhik;POINT(24.3333 42.2);Bulgaria
Malko Bryagovo;POINT(25.9 41.7);Bulgaria
Mogilite;POINT(25.4833 42.8333);Bulgaria
Ruychovtsi;POINT(25.2333 42.8167);Bulgaria
Bregovo;POINT(22.65 44.15);Bulgaria
Kozi rog;POINT(25.2667 42.95);Bulgaria
Marutsekovtsi;POINT(25.4667 42.8167);Bulgaria
Каспичан;POINT(27.1667 43.3167);Bulgaria
Stolat;POINT(24.9667 42.9333);Bulgaria
Vishlene;POINT(23.0667 41.4333);Bulgaria
Azmanite;POINT(25.5 42.8667);Bulgaria
Haskovo;POINT(25.5667 41.9333);Bulgaria
Aligovska;POINT(24.6333 41.45);Bulgaria
Starilkovtsi;POINT(25.3333 42.9333);Bulgaria
Сливен;POINT(26.3333 42.6833);Bulgaria
Batoshevo;POINT(25.0833 42.9);Bulgaria
Drandarite;POINT(25.6 42.85);Bulgaria
Targovishte;POINT(26.5833 43.25);Bulgaria
Nova Lovcha;POINT(23.7167 41.4167);Bulgaria
Armenite;POINT(25.2333 42.9167);Bulgaria
Kubrat;POINT(26.5 43.8);Bulgaria
Vlaychovtsi;POINT(25.25 42.95);Bulgaria
София;POINT(23.3333 42.7);Bulgaria
Gergini;POINT(25.25 42.8833);Bulgaria
Radoevtsi;POINT(25.5 42.8);Bulgaria
Leshten;POINT(23.8333 41.6333);Bulgaria
